White-assistant_coaches,77
White-coaches,25
White-gm,23
White-staff,-1
White-team_management,-1
White-vp,170.0
AfricanAmerican-assistant_coaches,38
AfricanAmerican-coaches,4
AfricanAmerican-gm,6
AfricanAmerican-staff,-1
AfricanAmerican-team_management,-1
AfricanAmerican-vp,17.0
Latino-assistant_coaches,0
Latino-coaches,0
Latino-gm,0
Latino-staff,-1
Latino-team_management,-1
Latino-vp,2.0
Asian-assistant_coaches,0
Asian-coaches,0
Asian-gm,0
Asian-staff,-1
Asian-team_management,-1
Asian-vp,0.0
Other-assistant_coaches,0
Other-coaches,0
Other-gm,0
Other-staff,-1
Other-team_management,-1
Other-vp,0.0
